뉴스 제목	댓글 내용	타입
이 와중에… 북한에 1만명 여행보내겠다는 단체	주사파 최고작품이다.  빨강본색 빨개니 커밍아웃.좌빨 보꼴 모두환영. 국가정책으로 부칸과 교류하면 책임자들만 미국에 걸리니 다수 빨개니들 이용해 대북제재 일각을 구멍내자는 수작. 교류협력을 못해 여정이에게 혼쭐나고 여론을 환기 시켜 북한과 협력하려는잔머리. 은근슬쩍 남북교류에 국민을 끌어들이려는 술책. 그럼에도 제발 가라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	간다면 보내자 그래서 남한에서 더이상 물흐리며 주사파 전파 못하게 보내고 가서 깝친다는 죄목으러 참수형 당해도 유구무언하자 북정권에서도 눈치도 더럽게 없고 기생충같이 여길것이다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	빨갱이 간첩 좀 감옥보내라고 이 직무유기 국정원아!!!!!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문프 팬클럽들 대통령필두로 단체관광가길ㅋㅋ 이시국에 가면 어떻게될지 볼만하겠다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 오지마라 ㅎㅎ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	조심해라..자꾸 그렇게 나대다가 은행까지 잘못엮여 세컨더리라도 한번 쳐 맞으면 울나라 그날로 개박살난다.아무 죄없는 국민들 그렁텅이로 몰지말고..제발 자중해라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	빨갱이들 꼬라지...ㅎ  그래~ 갈때까지 가 봐라~  ㅋㅋ 가서 박왕자여사처럼 ㅋㅋ 오지못하게,,, ㅋㅋ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정말 못 퍼줘서 안달났구나.이왕 어려운거 미국.un한테 제재나 걸려라.다 죽자	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정신나간 눔,,,,,,좌파는 정신상태가 이상한가??? 이해 할수없는 행동을 하네,,,,,,	
이 와중에… 북한에 1만명 여행보내겠다는 단체	통일을 원하지 않는자들.... 반대만 하는자들... 대안을 제시하지 않는자들... 긍정보다는 부정만 내세우는 자들... 아무것도 안하려고 하는자들... 해보지도 않고 하려고도 않는 자들... 누가 빨갱이 인지??? 우리의 소원은 통일인데~~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	어리석은자들	
이 와중에… 북한에 1만명 여행보내겠다는 단체	저건 월북 행위다. 그냥 보내서 국내 못들어오게 막아야 한다.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	아이~쿠 미친 인간들언제나 정신 차릴려나정은아 저사람들 정신차리게 코앞에 미사일 한방 쏴 드리라~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가고싶은 단체 죽든말든 다 보내라 한국사람 아니고 북한사람 사회주의 갖은자 북한가라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	1 만명이 아니라10 만명보내서 인질로 잡히게 아오지 탄광 체험도하게  문가와  더불어 공산당만 보내세요	
이 와중에… 북한에 1만명 여행보내겠다는 단체	냉면 처먹고 가서 오지마	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가고 싶은 분들 제발 보내줍시다.죽어도 자기책임 ~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	보내라 ,,이런거라도 해야 되지 않겠냐	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그늘에 숨어서 북한을 지지하는 이런사람들을 진보라 칭해도 되는건지 ? 국민들 보내려고 하지말고  진보라 자칭하는 당신들의  단체나 지지자들이나 다녀오슈 제2 박왕자 사건이 또 터저야 정신 차릴려나 ! 사과와 재발방지는 ? 그리고 급작스런 사고나 억류시엔 당신들이 책임질수있는지 .....	
이 와중에… 북한에 1만명 여행보내겠다는 단체	전단지에 오물 담아 띄우는것 보다는 백배 낫지 않을까?  그들을 변화시킬 수도 있고 반감을 줄일 수도 있고.. 교류가 곧 평화 아닐까?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	평화는 돈주고도 사는거다 남북은 절대 싸우면 안된다 일본만 좋은일 시킨다 빨리 작전전시권 찾고  트럼프 떨어질날이 오길 바래야지	
이 와중에… 북한에 1만명 여행보내겠다는 단체	예민해있는 이와중에 인질로 잡히면어쩔라고~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문성근이 꼭 니 자식들부터 북한에 보내라 아니면 아에 이민을 보내든지...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	공산당에 돈퍼주려고 아주 발악을 하는구나	
이 와중에… 북한에 1만명 여행보내겠다는 단체	매국노 문익환 아들 문성근 아니랄까봐....	
이 와중에… 북한에 1만명 여행보내겠다는 단체	5.18   세월호  4.3  동학 등 다 가라 그리고 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	진짜 이건 뭐 이젠 대놓고 북한 돈 주겠다는 거네 천안함 유가족이 들으면 쓰러지겠다 세월호만 아는 놈들아	
이 와중에… 북한에 1만명 여행보내겠다는 단체	보내줘야지 영원히 우리나라에 암적인것들ᆢ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	전부 보내주고 다시 못 오게하라..	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정신병자 집합소들문이 냉면쳐묵하믄서 약속한게종전선언 ㆍ금강산 관광이 포함되있나보구나	
이 와중에… 북한에 1만명 여행보내겠다는 단체	ㅇ여헁하지 말고, 북한의 환대한대  이렇게하여 기한없이 구석구석 탐방하여 방영하면 좋짠아 돈보내 주면서 동네방네 소도 몇마리 주고 그래야 되지 여행며칠 핑양냉면 몇그릇머코 오면 줗다고 안히자 비보 야	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정말...대단합니다~ 위세가...! 어찌 이런 맛이 간~반국가적이고 반국제적인 짓거리를 함에도 방치를 하고 또....같이 세금을 쏟아부얼까...고민하것지~! 오 통재라~ 뭐냐 아무리 집단적 망상이 무섭다지만..해도 너무 막 나가는 것 아녀~! 개쓰볼럴잡너무좀찌꺼레기알코로나가튼충들~!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	해외여행도 못가는데 저기라도 가야할듯 ~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여정이가 만명받아주면 가방에 달러넣어 들어가려는   정은이와 뭉가리쇼다.  만약 가거든 여행 좋아하는 정숙이 데리고 같이가거라.  인질쇼 벌여서 또 쇼질하고 그러다가 트럼프가 쥐도새도 모르게 죽일꺼다. ㅎㅎㅎ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	여행이 아닌 이민을 가시고 다시는 오지 마시길	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가는건 자유  오는건  막아라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	어안이 벙벙	
이 와중에… 북한에 1만명 여행보내겠다는 단체	냅둬라 간다는데.정은이가 받아줄지는 모르겄지만.똘아이들이 이리 많으니. 그거참.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 그쪽으로 이사가는 건 어떠신지...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	션 하게 보내드리시지요편도로....!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	보내라~~ 그리고 문 닫아~~ 오지 못하게~~	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문성근은 노무현때나지금이나 북한얘기만나오면 빠지지를 않는구나!더군다나 북의 계속되는 남한비방에 무력위협까지하고있는데 도대체 좌파들은 생각이있는지모르겠다 어제문재인도 유화적인 말만 앵무새처럼 할줄알지 강구책마련 자체는없고 북한에 계속 당근만제시하니 한국을 우습게 여기는거아닌가!국가간에 지도자에게 업신여기는 말을하면 이제 상황파악을하고 자신의 행보를가야하는데 이래도 응 저래도 응 하니 북한이 막말에 거친행동도서슴치않는거아닌가!무슨 성인군자도아니고 배알도 적당히있어야하는거 아닌가?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 제발 돌아오지마.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정말  매국노들이다   이러다  임진왜란에  한일합방  당했다  고로  원인제공자는  매국노  국론분열자들이다  근데  그놈들이 과거를  욕하는  아이러니	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제발 가라 그리고 제발 오지마라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	광주 열사 1만명을 보내 북한 민쥬화 긔긔	
이 와중에… 북한에 1만명 여행보내겠다는 단체	다 보내줄 테니 돌아오지 마라.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	니들이나 가서 살아라..	
이 와중에… 북한에 1만명 여행보내겠다는 단체	홍콩 꼴 날듯  ..  ㅇㅇ 빨리 뜨는게 좋은데 사실상 이젠 거의 힘들듯	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제발로 인질로 잡히러 가는데 가라고 둡시다나중에 눈물 콧물 빼며 구해달라고 쇼하면 눈딱 감고 둡시다 속터져서원	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 제발 북으로 갈사람 가라 월북했다고 손가락질 안할테니까 제발 가서 행복하게 살아라 특히 문제인이 간다하면  모금운동하고 내 금니를 빼서라도 보태줄테니 제발 가라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	일방적인 사랑의 결과는 뭐다 ?	
이 와중에… 북한에 1만명 여행보내겠다는 단체	좌파 들만 보내서 아주 못오게 하소서	
이 와중에… 북한에 1만명 여행보내겠다는 단체	저러는 이유는 단 한놈이라도 인질잡혀야 북한에 합리적으로 돈줄수있으니 저 gㄹ을 하는거지ㅋㅋㅋㅋ 역시 빨갱이답다	
이 와중에… 북한에 1만명 여행보내겠다는 단체	좋습니다.  만명 북한 가서 아예 오지 마세요	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제발~~~ 니가 가진 전재산 가지고 가면 환영 받을거야 거기서 살아	
이 와중에… 북한에 1만명 여행보내겠다는 단체	디지고싶어 지랄발광하는 애들은 가도좋아 여기는 아직 인구밀도가 높으니 아예 김정은이 김여정이 사모하는 놈들 전부 데리고 가라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문씨들 왜 저래?? 문정인, 문재인, 문익환, 문성근....쫌 이상해....뭔가 이상해....	
이 와중에… 북한에 1만명 여행보내겠다는 단체	제정신이 아닌것들이네 그냥 이북으로 넘어가서 거기서 살아라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	이 와중에 이런 제안이 나와야지...	
이 와중에… 북한에 1만명 여행보내겠다는 단체	그냥 북으로 보내 살게하면 되겠네 아까운 세금 퍼줄일도 없고ᆢ티켓 끊어줄때 가라 영원히  오지말고 ᆢ	
이 와중에… 북한에 1만명 여행보내겠다는 단체	정치범 수용소를 가서 데모한다면 인정 그게 아니라면 체제선전에 이용하고 국민들을 선동세뇌시키려는 의도로 보인다 나쁜 무리들이지 돈은 한국에서 벌고 지들은 자유를 만끽나면서 북한주민 생활은 전혀 아랑곳하지 않는 아주 나쁜	
이 와중에… 북한에 1만명 여행보내겠다는 단체	문죄인과 민졷당과 좌파들이 북한을 위하여 열씸히 뛰는것은  ㅡ적화되었을때  저들은 특혜를 받아서 평생 선거없이 한자리씩 차지하고  잘살거란 계산에서 저짓거리를 하는거다  ㅡ 근데 너들도 김돼지에게 결국은 숙청된다  ㅡ 자본주의 물먹은것들은 불만생기면 반발하는걸 아니까  ㅡ 꿈깨라	
이 와중에… 북한에 1만명 여행보내겠다는 단체	아예 그 쪽으로 이주하면 좋을텐데!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가라 그리고 오지 마라!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	다보내라..코로나 때문에 정은이 남매가 퍽이나 좋아하겠다좌파들 대가리엔 뭐가 들었을꼬...?진보는 좌파가 아니라 냉정한 개혁이다..!!	
이 와중에… 북한에 1만명 여행보내겠다는 단체	짐챙겨서 가라. 좀.	
이 와중에… 북한에 1만명 여행보내겠다는 단체	가서 인질이나 되지말아라 인질되서 돈보내달라면 그냥 죽이라고 하자	
이 와중에… 북한에 1만명 여행보내겠다는 단체	너희끼리 너희돈 내고 가라. 아무도 안말린다. 그리고 박왕자씨처람 총격피살 당해도 국가탓 하지 말겠다는 각서 쓰고가라.	
